tab	samples
sample	site	height	lat	lon	geologic_classes	geologic_types	lithologies	analysts	azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	dip	citations	method_codes	result_quality	result_type
AX11-2	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	295.7	0	11.2	121.2	-86	This study	SO-CMD-NORTH	g	i
AX11-4	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	291.5	0	11.2	121.2	-89	This study	SO-CMD-NORTH	g	i
AX11-5	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	289.5	0	11.2	121.2	-81	This study	SO-CMD-NORTH	g	i
AX11-6	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	286.4	0	11.2	121.2	-83	This study	SO-CMD-NORTH	g	i
AX11-7	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	286.8	0	11.2	121.2	-80	This study	SO-CMD-NORTH	g	i
AX11-8	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	291.8	0	11.2	121.2	-86	This study	SO-CMD-NORTH	g	i
AX11-9	AX11	0	47.37	268.8335	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	281.2	0	11.2	121.2	-81	This study	SO-CMD-NORTH	g	i
AX12-1	AX12	0	47.2921	268.7399	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	331.1	0	11.2	121.2	-88	This study	SO-CMD-NORTH	g	i
AX12-2	AX12	0	47.2921	268.7399	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	322.1	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
AX12-4	AX12	0	47.2921	268.7399	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	316.1	0	11.2	121.2	-96	This study	SO-CMD-NORTH	g	i
AX12-5	AX12	0	47.2921	268.7399	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	316.1	0	11.2	121.2	-94	This study	SO-CMD-NORTH	g	i
AX12-6	AX12	0	47.2921	268.7399	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	306.1	0	11.2	121.2	-66	This study	SO-CMD-NORTH	g	i
AX12-7	AX12	0	47.2921	268.7399	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	331.1	0	11.2	121.2	-92	This study	SO-CMD-NORTH	g	i
AX13-1	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	146.0	0	11.2	121.2	-78	This study	SO-CMD-NORTH	g	i
AX13-2	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	153.0	0	11.2	121.2	-91	This study	SO-CMD-NORTH	g	i
AX13-3	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	143.0	0	11.2	121.2	-80	This study	SO-CMD-NORTH	g	i
AX13-4	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	151.0	0	11.2	121.2	-98	This study	SO-CMD-NORTH	g	i
AX13-5	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	146.0	0	11.2	121.2	-82	This study	SO-CMD-NORTH	g	i
AX13-6	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	151.0	0	11.2	121.2	-92	This study	SO-CMD-NORTH	g	i
AX13-7	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	153.0	0	11.2	121.2	-98	This study	SO-CMD-NORTH	g	i
AX13-8	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	124.0	0	11.2	121.2	-62	This study	SO-CMD-NORTH	g	i
AX13-9	AX13	0	47.3689	268.83299999999997	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	133.0	0	11.2	121.2	-90	This study	SO-CMD-NORTH	g	i
AX14-1	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	325.7	0	11.2	121.2	-85	This study	SO-CMD-NORTH	g	i
AX14-2	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	320.5	0	11.2	121.2	-103	This study	SO-CMD-NORTH	g	i
AX14-3	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	330.2	0	11.2	121.2	-76	This study	SO-CMD-NORTH	g	i
AX14-4	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	331.2	0	11.2	121.2	-84	This study	SO-CMD-NORTH	g	i
AX14-5	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	11.0	0	11.2	121.2	-104	This study	SO-CMD-NORTH	g	i
AX14-6	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	14.0	0	11.2	121.2	-105	This study	SO-CMD-NORTH	g	i
AX14-7	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	12.8	0	11.2	121.2	-105	This study	SO-CMD-NORTH	g	i
AX14-8	AX14	0	47.293	268.7407	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	10.1	0	11.2	121.2	-124	This study	SO-CMD-NORTH	g	i
AX15-1	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	304.0	0	11.2	121.2	-85	This study	SO-CMD-NORTH	g	i
AX15-2	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	303.9	0	11.2	121.2	-86	This study	SO-CMD-NORTH	g	i
AX15-3	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	301.4	0	11.2	121.2	-78	This study	SO-CMD-NORTH	g	i
AX15-4	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	304.3	0	11.2	121.2	-73	This study	SO-CMD-NORTH	g	i
AX15-5	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	288.6	0	11.2	121.2	-92	This study	SO-CMD-NORTH	g	i
AX15-6	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	304.5	0	11.2	121.2	-84	This study	SO-CMD-NORTH	g	i
AX15-7	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	305.3	0	11.2	121.2	-88	This study	SO-CMD-NORTH	g	i
AX15-8	AX15	0	47.2887	268.7362	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	306.2	0	11.2	121.2	-85	This study	SO-CMD-NORTH	g	i
AX16-1	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	325.6	0	11.2	121.2	-67	This study	SO-CMD-NORTH	g	i
AX16-2	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	317.4	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
AX16-3	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	332.1	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
AX16-4	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	331.1	0	11.2	121.2	-63	This study	SO-CMD-NORTH	g	i
AX16-5	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	341.1	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
AX16-6	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	327.1	0	11.2	121.2	-51	This study	SO-CMD-NORTH	g	i
AX16-7	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	336.1	0	11.2	121.2	-51	This study	SO-CMD-NORTH	g	i
AX16-8	AX16	0	47.2889	268.7363	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	331.1	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
AX17-1	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	283.6	0	11.2	121.2	-59	This study	SO-CMD-NORTH	g	i
AX17-2	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	293.1	0	11.2	121.2	-54	This study	SO-CMD-NORTH	g	i
AX17-3	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	292.9	0	11.2	121.2	-58	This study	SO-CMD-NORTH	g	i
AX17-4	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	335.2	0	11.2	121.2	-72	This study	SO-CMD-NORTH	g	i
AX17-5	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	337.7	0	11.2	121.2	-71	This study	SO-CMD-NORTH	g	i
AX17-6	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	325.5	0	11.2	121.2	-65	This study	SO-CMD-NORTH	g	i
AX17-7	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	328.0	0	11.2	121.2	-65	This study	SO-CMD-NORTH	g	i
AX17-8	AX17	0	47.2891	268.7366	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	332.5	0	11.2	121.2	-68	This study	SO-CMD-NORTH	g	i
AX18-1	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	280.1	0	11.2	121.2	-71	This study	SO-CMD-NORTH	g	i
AX18-2	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	276.1	0	11.2	121.2	-63	This study	SO-CMD-NORTH	g	i
AX18-3	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	280.1	0	11.2	121.2	-59	This study	SO-CMD-NORTH	g	i
AX18-4	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	291.1	0	11.2	121.2	-34	This study	SO-CMD-NORTH	g	i
AX18-5	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	269.1	0	11.2	121.2	-29	This study	SO-CMD-NORTH	g	i
AX18-6	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	305.1	0	11.2	121.2	-30	This study	SO-CMD-NORTH	g	i
AX18-7	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	282.1	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
AX18-8	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	270.1	0	11.2	121.2	-51	This study	SO-CMD-NORTH	g	i
AX18-9	AX18	0	47.2891	268.7368	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	275.1	0	11.2	121.2	-71	This study	SO-CMD-NORTH	g	i
AX19-1	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	299.1	0	11.2	121.2	-56	This study	SO-CMD-NORTH	g	i
AX19-2	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	301.1	0	11.2	121.2	-49	This study	SO-CMD-NORTH	g	i
AX19-3	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	300.1	0	11.2	121.2	-48	This study	SO-CMD-NORTH	g	i
AX19-4	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	301.1	0	11.2	121.2	-47	This study	SO-CMD-NORTH	g	i
AX19-5	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	298.1	0	11.2	121.2	-42	This study	SO-CMD-NORTH	g	i
AX19-6	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	298.1	0	11.2	121.2	-45	This study	SO-CMD-NORTH	g	i
AX19-7	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	298.1	0	11.2	121.2	-42	This study	SO-CMD-NORTH	g	i
AX19-8	AX19	0	47.2632	268.7067	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	295.1	0	11.2	121.2	-43	This study	SO-CMD-NORTH	g	i
AX20-1	AX20	0	47.2666	268.7116	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	335.1	0	11.2	121.2	-84	This study	SO-CMD-NORTH	g	i
AX20-2	AX20	0	47.2666	268.7116	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	340.1	0	11.2	121.2	-89	This study	SO-CMD-NORTH	g	i
AX20-3	AX20	0	47.2666	268.7116	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	341.1	0	11.2	121.2	-81	This study	SO-CMD-NORTH	g	i
AX20-4	AX20	0	47.2666	268.7116	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	337.7	0	11.2	121.2	-91	This study	SO-CMD-NORTH	g	i
AX20-5	AX20	0	47.2666	268.7116	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	348.5	0	11.2	121.2	-80	This study	SO-CMD-NORTH	g	i
AX21-1	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	263.1	0	11.2	121.2	-52	This study	SO-CMD-NORTH	g	i
AX21-2	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	264.1	0	11.2	121.2	-56	This study	SO-CMD-NORTH	g	i
AX21-3	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	260.1	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
AX21-4	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	250.1	0	11.2	121.2	-65	This study	SO-CMD-NORTH	g	i
AX21-5	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	255.1	0	11.2	121.2	-57	This study	SO-CMD-NORTH	g	i
AX21-6	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	257.1	0	11.2	121.2	-44	This study	SO-CMD-NORTH	g	i
AX21-7	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	248.1	0	11.2	121.2	-50	This study	SO-CMD-NORTH	g	i
AX21-8	AX21	0	47.2685	268.709	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	252.1	0	11.2	121.2	-61	This study	SO-CMD-NORTH	g	i
AX22-1	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	11.2	0	11.2	121.2	-49	This study	SO-CMD-NORTH	g	i
AX22-2	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	324.3	0	11.2	121.2	-13	This study	SO-CMD-NORTH	g	i
AX22-3	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	55.2	0	11.2	121.2	-7	This study	SO-CMD-NORTH	g	i
AX22-4	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	42.2	0	11.2	121.2	-13	This study	SO-CMD-NORTH	g	i
AX22-5	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	341.2	0	11.2	121.2	-40	This study	SO-CMD-NORTH	g	i
AX22-6	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	17.2	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
AX22-7	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	289.2	0	11.2	121.2	-5	This study	SO-CMD-NORTH	g	i
AX22-8	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	323.2	0	11.2	121.2	-41	This study	SO-CMD-NORTH	g	i
AX22-9	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	356.2	0	11.2	121.2	-47	This study	SO-CMD-NORTH	g	i
AX22-10	AX22	0	47.4113	268.8408	Intrusive:Igneous	Not Specified	Anorthosite	Yiming Zhang	353.2	0	11.2	121.2	-68	This study	SO-CMD-NORTH	g	i
BD1-1	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	358.2	0	11.2	121.2	-25	This study	SO-CMD-NORTH	g	i
BD1-2	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	352.0	0	11.2	121.2	-47	This study	SO-CMD-NORTH	g	i
BD1-3	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	328.7	0	11.2	121.2	-49	This study	SO-CMD-NORTH	g	i
BD1-4	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	312.3	0	11.2	121.2	-52	This study	SO-CMD-NORTH	g	i
BD1-5	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	315.2	0	11.2	121.2	-55	This study	SO-CMD-NORTH	g	i
BD1-6	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	270.2	0	11.2	121.2	-78	This study	SO-CMD-NORTH	g	i
BD1-7	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	263.2	0	11.2	121.2	-75	This study	SO-CMD-NORTH	g	i
BD1-8	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	13.2	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
BD1-9	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	349.2	0	11.2	121.2	-16	This study	SO-CMD-NORTH	g	i
BD1-10	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	191.2	0	11.2	121.2	-55	This study	SO-CMD-NORTH	g	i
BD1-11	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	197.2	0	11.2	121.2	-52	This study	SO-CMD-NORTH	g	i
BD1-12	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	224.2	0	11.2	121.2	-56	This study	SO-CMD-NORTH	g	i
BD1-13	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	228.2	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
BD1-14	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	228.2	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
BD1-15	BD1	0	47.2004	268.6208	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	238.2	0	11.2	121.2	-58	This study	SO-CMD-NORTH	g	i
BD2-1	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	319.7	0	13.7	143.3	-62	This study	SO-CMD-NORTH	g	i
BD2-2	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	355.7	0	13.7	143.3	-71	This study	SO-CMD-NORTH	g	i
BD2-3	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	359.7	0	13.7	143.3	-81	This study	SO-CMD-NORTH	g	i
BD2-4	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	334.7	0	13.7	143.3	-70	This study	SO-CMD-NORTH	g	i
BD2-5	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	336.7	0	13.7	143.3	-70	This study	SO-CMD-NORTH	g	i
BD2-6	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	342.7	0	13.7	143.3	-70	This study	SO-CMD-NORTH	g	i
BD2-7	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	345.7	0	13.7	143.3	-71	This study	SO-CMD-NORTH	g	i
BD2-8	BD2	0	47.5827	269.1437	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	344.7	0	13.7	143.3	-71	This study	SO-CMD-NORTH	g	i
BD3-1	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	323.8	0	11.2	121.2	-70	This study	SO-CMD-NORTH	g	i
BD3-2	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	322.0	0	11.2	121.2	-62	This study	SO-CMD-NORTH	g	i
BD3-3	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	317.6	0	11.2	121.2	-76	This study	SO-CMD-NORTH	g	i
BD3-4	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	318.0	0	11.2	121.2	-70	This study	SO-CMD-NORTH	g	i
BD3-5	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	320.8	0	11.2	121.2	-61	This study	SO-CMD-NORTH	g	i
BD3-6	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	311.5	0	11.2	121.2	-70	This study	SO-CMD-NORTH	g	i
BD3-7	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	299.3	0	11.2	121.2	-63	This study	SO-CMD-NORTH	g	i
BD3-8	BD3	0	47.3689	268.8326	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	292.7	0	11.2	121.2	-54	This study	SO-CMD-NORTH	g	i
BD4-1	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	338.1	0	11.2	121.2	-39	This study	SO-CMD-NORTH	g	i
BD4-2	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	354.1	0	11.2	121.2	-44	This study	SO-CMD-NORTH	g	i
BD4-3	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	336.1	0	11.2	121.2	-41	This study	SO-CMD-NORTH	g	i
BD4-4	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	336.1	0	11.2	121.2	-52	This study	SO-CMD-NORTH	g	i
BD4-5	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	318.3	0	11.2	121.2	-67	This study	SO-CMD-NORTH	g	i
BD4-6	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	320.9	0	11.2	121.2	-86	This study	SO-CMD-NORTH	g	i
BD4-7	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	323.1	0	11.2	121.2	-80	This study	SO-CMD-NORTH	g	i
BD4-8	BD4	0	47.2918	268.7396	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	325.7	0	11.2	121.2	-74	This study	SO-CMD-NORTH	g	i
BD5-1	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	302.5	0	11.2	121.2	-63	This study	SO-CMD-NORTH	g	i
BD5-2	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	308.4	0	11.2	121.2	-51	This study	SO-CMD-NORTH	g	i
BD5-3	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	294.4	0	11.2	121.2	-57	This study	SO-CMD-NORTH	g	i
BD5-4	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	293.9	0	11.2	121.2	-59	This study	SO-CMD-NORTH	g	i
BD5-5	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	285.3	0	11.2	121.2	-84	This study	SO-CMD-NORTH	g	i
BD5-6	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	290.2	0	11.2	121.2	-59	This study	SO-CMD-NORTH	g	i
BD5-7	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	292.7	0	11.2	121.2	-60	This study	SO-CMD-NORTH	g	i
BD5-8	BD5	0	47.2887	268.7363	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	273.5	0	11.2	121.2	-76	This study	SO-CMD-NORTH	g	i
BD6-1	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	313.1	0	11.2	121.2	-82	This study	SO-CMD-NORTH	g	i
BD6-2	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	317.1	0	11.2	121.2	-87	This study	SO-CMD-NORTH	g	i
BD6-3	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	312.1	0	11.2	121.2	-91	This study	SO-CMD-NORTH	g	i
BD6-4	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	315.1	0	11.2	121.2	-87	This study	SO-CMD-NORTH	g	i
BD6-5	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	324.1	0	11.2	121.2	-68	This study	SO-CMD-NORTH	g	i
BD6-6	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	316.1	0	11.2	121.2	-62	This study	SO-CMD-NORTH	g	i
BD6-7	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	264.1	0	11.2	121.2	-50	This study	SO-CMD-NORTH	g	i
BD6-8	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	255.1	0	11.2	121.2	-46	This study	SO-CMD-NORTH	g	i
BD6-9	BD6	0	47.2634	268.7071	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	255.1	0	11.2	121.2	-43	This study	SO-CMD-NORTH	g	i
BD7-1	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	299.1	0	11.2	121.2	-87	This study	SO-CMD-NORTH	g	i
BD7-2	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	301.1	0	11.2	121.2	-89	This study	SO-CMD-NORTH	g	i
BD7-3	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	291.1	0	11.2	121.2	-88	This study	SO-CMD-NORTH	g	i
BD7-4	BD7	0	47.2666	268.7116	Intrusive:Igneous	Diabase	Diabase	Yiming Zhang	294.1	0	11.2	121.2	-90	This study	SO-CMD-NORTH	g	i
