tab	specimens
specimen	sample	experiments	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight
AX13-2b	AX13-2	AX13-2b_LP-DIR-T		mt	292.7	10.3	1	13	100	20	20.3	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-06 15:20:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-2b	AX13-2	AX13-2b_LP-DIR-T		mt	292.7	10.3	1	13	0	20	20.3	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-06 15:20:28	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-2b	AX13-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-3b	AX13-3	AX13-3b_LP-DIR-T		mt	287.5	16	1	13	0	3.8	2.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-3b	AX13-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-3b	AX13-3	AX13-3b_LP-DIR-T		mt	126.1	-46.3	1	13	-1	3.8	2.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-3b	AX13-3	AX13-3b_LP-DIR-T		mt	287.5	16	1	13	100	3.8	2.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-4b	AX13-4	AX13-4b_LP-DIR-T		mt	116.8	-43.4	1	13	-1	3	3.5	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:23:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-4b	AX13-4	AX13-4b_LP-DIR-T		mt	285.4	24.9	1	13	0	3	3.5	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:23:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-4b	AX13-4	AX13-4b_LP-DIR-T		mt	285.4	24.9	1	13	100	3	3.5	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:23:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-4b	AX13-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-5b	AX13-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-5b	AX13-5	AX13-5b_LP-DIR-T		mt	132.9	-42.4	1	17	-1	2.1	2.2	Igneous:Intrusive	Not Specified	Anorthosite	918	813	K		hargrave 2019-12-06 15:24:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-5b	AX13-5	AX13-5b_LP-DIR-T		mt	289.8	23.8	1	17	0	2.1	2.2	Igneous:Intrusive	Not Specified	Anorthosite	918	813	K		hargrave 2019-12-06 15:24:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-5b	AX13-5	AX13-5b_LP-DIR-T		mt	289.8	23.8	1	17	100	2.1	2.2	Igneous:Intrusive	Not Specified	Anorthosite	918	813	K		hargrave 2019-12-06 15:24:59	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-6b	AX13-6	AX13-6b_LP-DIR-T		mt	122.8	-46.2	1	13	-1	1.9	1.1	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:26:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-6b	AX13-6	AX13-6b_LP-DIR-T		mt	291.6	23.5	1	13	0	1.9	1.1	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:26:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-6b	AX13-6	AX13-6b_LP-DIR-T		mt	291.6	23.5	1	13	100	1.9	1.1	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:26:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-6b	AX13-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-7b	AX13-7											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-7b	AX13-7	AX13-7b_LP-DIR-T		mt	291.3	24.3	1	18	100	1.8	1.9	Igneous:Intrusive	Not Specified	Anorthosite	918	793	K		hargrave 2019-12-06 15:29:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-7b	AX13-7	AX13-7b_LP-DIR-T		mt	117.2	-47	1	18	-1	1.8	1.9	Igneous:Intrusive	Not Specified	Anorthosite	918	793	K		hargrave 2019-12-06 15:29:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-7b	AX13-7	AX13-7b_LP-DIR-T		mt	291.3	24.3	1	18	0	1.8	1.9	Igneous:Intrusive	Not Specified	Anorthosite	918	793	K		hargrave 2019-12-06 15:29:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-8b	AX13-8	AX13-8b_LP-DIR-T		mt	293.0	22.2	1	14	0	1	1.3	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:30:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-8b	AX13-8	AX13-8b_LP-DIR-T		mt	293.0	22.2	1	14	100	1	1.3	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:30:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-8b	AX13-8											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX13-8b	AX13-8	AX13-8b_LP-DIR-T		mt	166.9	-38.7	1	14	-1	1	1.3	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:30:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-9b	AX13-9	AX13-9b_LP-DIR-T		mt	293.2	22.8	1	15	100	1.9	1.2	Igneous:Intrusive	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-06 16:05:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX13-9b	AX13-9	AX13-9b_LP-DIR-T		mt	141.2	-60.1	1	15	-1	1.9	1.2	Igneous:Intrusive	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-06 16:05:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX13-9b	AX13-9	AX13-9b_LP-DIR-T		mt	293.2	22.8	1	15	0	1.9	1.2	Igneous:Intrusive	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-06 16:05:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX13-9b	AX13-9											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-1b	AX14-1	AX14-1b_LP-DIR-T		mt	218.9	49.8	1	16	-1	2.4	1.7	Igneous:Intrusive	Not Specified	Anorthosite	858	748	K		hargrave 2019-12-06 15:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-1b	AX14-1	AX14-1b_LP-DIR-T		mt	296.3	34.5	1	16	100	2.4	1.7	Igneous:Intrusive	Not Specified	Anorthosite	858	748	K		hargrave 2019-12-06 15:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-1b	AX14-1											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-1b	AX14-1	AX14-1b_LP-DIR-T		mt	296.3	34.5	1	16	0	2.4	1.7	Igneous:Intrusive	Not Specified	Anorthosite	858	748	K		hargrave 2019-12-06 15:33:56	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX14-2b	AX14-2	AX14-2b_LP-DIR-T		mt	297.0	36.6	1	15	0	3.6	1.8	Igneous:Intrusive	Not Specified	Anorthosite	903	818	K		hargrave 2019-12-06 16:07:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX14-2b	AX14-2	AX14-2b_LP-DIR-T		mt	203.2	35.6	1	15	-1	3.6	1.8	Igneous:Intrusive	Not Specified	Anorthosite	903	818	K		hargrave 2019-12-06 16:07:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-2b	AX14-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-2b	AX14-2	AX14-2b_LP-DIR-T		mt	297.0	36.6	1	15	100	3.6	1.8	Igneous:Intrusive	Not Specified	Anorthosite	903	818	K		hargrave 2019-12-06 16:07:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-3b	AX14-3	AX14-3b_LP-DIR-T		mt	224.2	59.2	1	13	-1	5.3	5.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:37:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-3b	AX14-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-3b	AX14-3	AX14-3b_LP-DIR-T		mt	304.6	34.3	1	13	0	5.3	5.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:37:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX14-3b	AX14-3	AX14-3b_LP-DIR-T		mt	304.6	34.3	1	13	100	5.3	5.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:37:10	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-4b	AX14-4	AX14-4b_LP-DIR-T		mt	290.4	41	1	14	0	1	2.3	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 16:08:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX14-4b	AX14-4	AX14-4b_LP-DIR-T		mt	290.4	41	1	14	100	1	2.3	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 16:08:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-4b	AX14-4	AX14-4b_LP-DIR-T		mt	219.8	39.6	1	14	-1	1	2.3	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 16:08:50	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-4b	AX14-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-5b	AX14-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-5b	AX14-5	AX14-5b_LP-DIR-T		mt	225.8	-0.6	1	15	-1	4.1	3.3	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:40:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-5b	AX14-5	AX14-5b_LP-DIR-T		mt	293.4	42.7	1	15	0	4.1	3.3	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:40:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX14-5b	AX14-5	AX14-5b_LP-DIR-T		mt	293.4	42.7	1	15	100	4.1	3.3	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:40:19	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-6b	AX14-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-6b	AX14-6	AX14-6b_LP-DIR-T		mt	226.9	3.4	1	14	-1	1.4	3.5	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:41:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-6b	AX14-6	AX14-6b_LP-DIR-T		mt	301.8	40	1	14	0	1.4	3.5	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:41:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX14-6b	AX14-6	AX14-6b_LP-DIR-T		mt	301.8	40	1	14	100	1.4	3.5	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-06 15:41:49	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-7b	AX14-7											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-8b	AX14-8											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX14-8b	AX14-8	AX14-8b_LP-DIR-T		mt	293.9	38	1	13	100	4.7	2.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:46:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX14-8b	AX14-8	AX14-8b_LP-DIR-T		mt	231.1	-10.9	1	13	-1	4.7	2.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:46:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX14-8b	AX14-8	AX14-8b_LP-DIR-T		mt	293.9	38	1	13	0	4.7	2.6	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-06 15:46:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-1b	AX15-1	AX15-1b_LP-DIR-T		mt	278.7	44.6	1	12	100	1	2.1	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-1b	AX15-1	AX15-1b_LP-DIR-T		mt	278.7	44.6	1	12	0	1	2.1	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-1b	AX15-1	AX15-1b_LP-DIR-T		mt	205.4	44.6	1	12	-1	1	2.1	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 14:58:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-1b	AX15-1											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-2b	AX15-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-2b	AX15-2	AX15-2b_LP-DIR-T		mt	208.5	42.7	1	9	-1	5.1	8.6	Igneous:Intrusive	Not Specified	Anorthosite	858	838	K		hargrave 2019-12-01 15:00:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-2b	AX15-2	AX15-2b_LP-DIR-T		mt	274.8	43.8	1	9	0	5.1	8.6	Igneous:Intrusive	Not Specified	Anorthosite	858	838	K		hargrave 2019-12-01 15:00:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-2b	AX15-2	AX15-2b_LP-DIR-T		mt	274.8	43.8	1	9	100	5.1	8.6	Igneous:Intrusive	Not Specified	Anorthosite	858	838	K		hargrave 2019-12-01 15:00:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-3b	AX15-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-3b	AX15-3	AX15-3b_LP-DIR-T		mt	204.5	51.3	1	13	-1	1.4	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-01 15:01:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-3b	AX15-3	AX15-3b_LP-DIR-T		mt	279.5	46	1	13	0	1.4	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-01 15:01:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-3b	AX15-3	AX15-3b_LP-DIR-T		mt	279.5	46	1	13	100	1.4	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	813	K		hargrave 2019-12-01 15:01:46	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-4b	AX15-4	AX15-4b_LP-DIR-T		mt	214.0	69	1	14	-1	1.3	1	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:03:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-4b	AX15-4	AX15-4b_LP-DIR-T		mt	290.4	33.8	1	14	100	1.3	1	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:03:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-4b	AX15-4											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-4b	AX15-4	AX15-4b_LP-DIR-T		mt	290.4	33.8	1	14	0	1.3	1	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:03:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-5b	AX15-5	AX15-5b_LP-DIR-T		mt	162.3	51.6	1	12	-1	1.5	1.4	Igneous:Intrusive	Not Specified	Anorthosite	873	828	K		hargrave 2019-12-01 15:05:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-5b	AX15-5	AX15-5b_LP-DIR-T		mt	301.8	34.4	1	12	0	1.5	1.4	Igneous:Intrusive	Not Specified	Anorthosite	873	828	K		hargrave 2019-12-01 15:05:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-5b	AX15-5	AX15-5b_LP-DIR-T		mt	301.8	34.4	1	12	100	1.5	1.4	Igneous:Intrusive	Not Specified	Anorthosite	873	828	K		hargrave 2019-12-01 15:05:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-5b	AX15-5											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-6b	AX15-6	AX15-6b_LP-DIR-T		mt	276.9	43.1	1	12	0	1.3	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:06:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-6b	AX15-6	AX15-6b_LP-DIR-T		mt	276.9	43.1	1	12	100	1.3	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:06:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-6b	AX15-6	AX15-6b_LP-DIR-T		mt	209.0	45.7	1	12	-1	1.3	1.9	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:06:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-6b	AX15-6											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-7b	AX15-7	AX15-7b_LP-DIR-T		mt	206.8	45.5	1	11	-1	1.5	1.8	Igneous:Intrusive	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:08:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-7b	AX15-7											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-7b	AX15-7	AX15-7b_LP-DIR-T		mt	280.8	40.5	1	11	0	1.5	1.8	Igneous:Intrusive	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:08:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-7b	AX15-7	AX15-7b_LP-DIR-T		mt	280.8	40.5	1	11	100	1.5	1.8	Igneous:Intrusive	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:08:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX15-8b	AX15-8											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX15-8b	AX15-8	AX15-8b_LP-DIR-T		mt	206.7	39.8	1	11	-1	2.7	2.1	Igneous:Intrusive	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:10:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX15-8b	AX15-8	AX15-8b_LP-DIR-T		mt	275.4	47.7	1	11	0	2.7	2.1	Igneous:Intrusive	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:10:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX15-8b	AX15-8	AX15-8b_LP-DIR-T		mt	275.4	47.7	1	11	100	2.7	2.1	Igneous:Intrusive	Not Specified	Anorthosite	888	833	K		hargrave 2019-12-01 15:10:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-1b	AX16-1											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-1b	AX16-1	AX16-1b_LP-DIR-T		mt	240.4	42.9	1	15	-1	1.2	1.7	Igneous:Intrusive	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-01 15:11:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-1b	AX16-1	AX16-1b_LP-DIR-T		mt	272.9	36.8	1	15	100	1.2	1.7	Igneous:Intrusive	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-01 15:11:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-1b	AX16-1	AX16-1b_LP-DIR-T		mt	272.9	36.8	1	15	0	1.2	1.7	Igneous:Intrusive	Not Specified	Anorthosite	858	773	K		hargrave 2019-12-01 15:11:47	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-2b	AX16-2	AX16-2b_LP-DIR-T		mt	272.4	40.3	1	14	0	2.3	1.6	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-01 15:14:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-2b	AX16-2	AX16-2b_LP-DIR-T		mt	241.7	52.2	1	14	-1	2.3	1.6	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-01 15:14:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-2b	AX16-2											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-2b	AX16-2	AX16-2b_LP-DIR-T		mt	272.4	40.3	1	14	100	2.3	1.6	Igneous:Intrusive	Not Specified	Anorthosite	858	793	K		hargrave 2019-12-01 15:14:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-3b	AX16-3	AX16-3b_LP-DIR-T		mt	247.5	45.1	1	12	-1	2.2	2	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:16:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-3b	AX16-3	AX16-3b_LP-DIR-T		mt	278.4	36.1	1	12	0	2.2	2	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:16:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-3b	AX16-3	AX16-3b_LP-DIR-T		mt	278.4	36.1	1	12	100	2.2	2	Igneous:Intrusive	Not Specified	Anorthosite	858	818	K		hargrave 2019-12-01 15:16:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
AX16-3b	AX16-3											Igneous:Intrusive	Not Specified	Anorthosite								This study	LP-NOMAG	g		
AX16-4b	AX16-4	AX16-4b_LP-DIR-T		mt	237.4	40.5	1	15	-1	2	2.2	Igneous:Intrusive	Not Specified	Anorthosite	888	813	K		hargrave 2019-12-01 15:17:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g		
AX16-4b	AX16-4	AX16-4b_LP-DIR-T		mt	272.5	41.3	1	15	0	2	2.2	Igneous:Intrusive	Not Specified	Anorthosite	888	813	K		hargrave 2019-12-01 15:17:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g		
AX16-4b	AX16-4	AX16-4b_LP-DIR-T		mt	272.5	41.3	1	15	100	2	2.2	Igneous:Intrusive	Not Specified	Anorthosite	888	813	K		hargrave 2019-12-01 15:17:55	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g		
